date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:38:10	124242/124242	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:13:31%20GMT	https://live.21lab.co/nanosoft/it-services/it-consultancy/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/it-services/it-consultancy/index.html	(from https://live.21lab.co/nanosoft/)
17:38:10	74165/74165	---M--	200	added ('OK')	image/jpeg	etag:%2261e689d8-121b5%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/05/285-jir-60871-nam-eye-id-392451-jpeg1-800x450.jpg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/05/285-jir-60871-nam-eye-id-392451-jpeg1-800x450.jpg	(from https://live.21lab.co/nanosoft/)
17:38:10	124137/124137	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:13:33%20GMT	https://live.21lab.co/nanosoft/it-services/cloud-computing/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/it-services/cloud-computing/index.html	(from https://live.21lab.co/nanosoft/)
17:38:11	124142/124142	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:13:26%20GMT	https://live.21lab.co/nanosoft/it-services/custom-software/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/it-services/custom-software/index.html	(from https://live.21lab.co/nanosoft/)
17:38:11	124145/124145	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:13:27%20GMT	https://live.21lab.co/nanosoft/it-services/cyber-security/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/it-services/cyber-security/index.html	(from https://live.21lab.co/nanosoft/)
17:38:11	26939/26939	---M--	200	added ('OK')	image/jpeg	etag:%2261e689d8-693b%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/05/portrait-of-a-cute-young-woman-smiling-P9G5TM81-800x450.jpg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/05/portrait-of-a-cute-young-woman-smiling-P9G5TM81-800x450.jpg	(from https://live.21lab.co/nanosoft/)
17:38:12	105607/105607	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:20%20GMT	https://live.21lab.co/nanosoft/industries/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/industries/index.html	(from https://live.21lab.co/nanosoft/)
17:38:12	134110/134110	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:23%20GMT	https://live.21lab.co/nanosoft/industries/capital-markets/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/industries/capital-markets/index.html	(from https://live.21lab.co/nanosoft/)
17:38:13	134071/134071	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:19%20GMT	https://live.21lab.co/nanosoft/industries/banking/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/industries/banking/index.html	(from https://live.21lab.co/nanosoft/)
17:38:13	134127/134127	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:25%20GMT	https://live.21lab.co/nanosoft/industries/enterprise-technology/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/industries/enterprise-technology/index.html	(from https://live.21lab.co/nanosoft/)
17:38:13	134099/134099	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:29%20GMT	https://live.21lab.co/nanosoft/industries/manufacturing/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/industries/manufacturing/index.html	(from https://live.21lab.co/nanosoft/)
17:38:14	134090/134090	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:22%20GMT	https://live.21lab.co/nanosoft/industries/healthcare/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/industries/healthcare/index.html	(from https://live.21lab.co/nanosoft/)
17:38:14	134109/134109	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:26%20GMT	https://live.21lab.co/nanosoft/industries/higher-education/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/industries/higher-education/index.html	(from https://live.21lab.co/nanosoft/)
17:38:15	133897/133897	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:28%20GMT	https://live.21lab.co/nanosoft/industries/logistics/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/industries/logistics/index.html	(from https://live.21lab.co/nanosoft/)
17:38:15	876/876	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-36c%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/08/syncing-document-4157_bf6a2cf1-26c8-4688-ab14-85836d2a0562.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/08/syncing-document-4157_bf6a2cf1-26c8-4688-ab14-85836d2a0562.svg	(from https://live.21lab.co/nanosoft/)
17:38:15	119498/119498	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:54%20GMT	https://live.21lab.co/nanosoft/layout-style-01/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/layout-style-01/index.html	(from https://live.21lab.co/nanosoft/)
17:38:16	123397/123397	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:13:36%20GMT	https://live.21lab.co/nanosoft/layout-style-02/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/layout-style-02/index.html	(from https://live.21lab.co/nanosoft/)
17:38:16	637/637	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-27d%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/08/ssd-storage-1951_0cd86b60-9df8-4053-9198-84f76027d5de.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/08/ssd-storage-1951_0cd86b60-9df8-4053-9198-84f76027d5de.svg	(from https://live.21lab.co/nanosoft/)
17:38:16	114901/114901	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:59%20GMT	https://live.21lab.co/nanosoft/case-studies/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/case-studies/index.html	(from https://live.21lab.co/nanosoft/)
17:38:17	112884/112884	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:13:16%20GMT	https://live.21lab.co/nanosoft/grid-layout-with-sidebar/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/grid-layout-with-sidebar/index.html	(from https://live.21lab.co/nanosoft/)
17:38:17	114111/114111	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:44%20GMT	https://live.21lab.co/nanosoft/medium-image-with-sidebar/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/medium-image-with-sidebar/index.html	(from https://live.21lab.co/nanosoft/)
17:38:17	105052/105052	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:13:02%20GMT	https://live.21lab.co/nanosoft/masonry-layout/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/masonry-layout/index.html	(from https://live.21lab.co/nanosoft/)
17:38:18	117661/117661	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:12:39%20GMT	https://live.21lab.co/nanosoft/large-image/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/large-image/index.html	(from https://live.21lab.co/nanosoft/)
17:38:18	104892/104892	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:11:36%20GMT	https://live.21lab.co/nanosoft/contact-us/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/contact-us/index.html	(from https://live.21lab.co/nanosoft/)
17:38:18	579/579	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-243%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/08/private-folder-4136_9a670d06-eeb7-4508-8533-143953499f9e.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/08/private-folder-4136_9a670d06-eeb7-4508-8533-143953499f9e.svg	(from https://live.21lab.co/nanosoft/)
17:38:18	111979/111979	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2002:13:38%20GMT	https://live.21lab.co/nanosoft/it-blog/	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/it-blog/index.html	(from https://live.21lab.co/nanosoft/)
17:38:18	9676/9676	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-25cc%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/09/uni-g.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/09/uni-g.svg	(from https://live.21lab.co/nanosoft/)
17:38:19	4667/4667	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-123b%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/09/j-g.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/09/j-g.svg	(from https://live.21lab.co/nanosoft/)
17:38:19	3647/3647	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-e3f%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/09/box-g.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/09/box-g.svg	(from https://live.21lab.co/nanosoft/)
17:38:19	3580/3580	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-dfc%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/09/fu-g.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/09/fu-g.svg	(from https://live.21lab.co/nanosoft/)
17:38:20	3872/3872	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-f20%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/09/k-g.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/09/k-g.svg	(from https://live.21lab.co/nanosoft/)
17:38:20	8691/8691	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-21f3%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/09/n-g.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/09/n-g.svg	(from https://live.21lab.co/nanosoft/)
17:38:20	1096/1096	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-448%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/10/dollar-badge-2239_40628e9a-63f1-4ed8-bcfd-8d6db221db0e.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/10/dollar-badge-2239_40628e9a-63f1-4ed8-bcfd-8d6db221db0e.svg	(from https://live.21lab.co/nanosoft/)
17:38:21	1228/1228	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-4cc%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/10/chart-2336_49af9344-4b52-4e05-b16f-81a0baa82a4b.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/10/chart-2336_49af9344-4b52-4e05-b16f-81a0baa82a4b.svg	(from https://live.21lab.co/nanosoft/)
17:38:21	1219/1219	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-4c3%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/10/data-app-1773_fbc7ba70-c0d5-4cc7-a53f-afec52c9f809.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/10/data-app-1773_fbc7ba70-c0d5-4cc7-a53f-afec52c9f809.svg	(from https://live.21lab.co/nanosoft/)
17:38:21	918/918	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e689b9-396%22	https://live.21lab.co/nanosoft/wp-content/uploads/2018/10/health-6332_3e14393c-72bc-46a4-b910-ad00db942549.svg	C:/My%20Web%20Sites/NEW%20Zeplinix/live.21lab.co/nanosoft/wp-content/uploads/2018/10/health-6332_3e14393c-72bc-46a4-b910-ad00db942549.svg	(from https://live.21lab.co/nanosoft/)
